date,Gross_Capital_Formation_const_2015usd,Gross_Capital_Formation_annual_growth,Gross_Fixed_Capital_Formation_const_2015usd,Gross_Fixed_Capital_Formation_annual_growth,household_consu,Country_ISO
2004,318949583.670817,-5.92428247734139,318949583.670817,16.3169608103529,856654036.821285,GRL
2003,339034973.178915,,339034973.178915,19.3560952807588,697238793.509115,GRL
2002,,,,,,GRL
2001,,,,,,GRL
2000,,,,,,GRL
1999,,,,,,GRL
1998,,,,,,GRL
1997,,,,,,GRL
1996,,,,,,GRL
1995,,,,,,GRL
1994,,,,,,GRL
1993,,,,,,GRL
1992,,,,,,GRL
1991,,,,,,GRL
1990,,,,,,GRL
1989,,,,,,GRL
1988,,,,,,GRL
1987,,,,,,GRL
1986,,,,,,GRL
1985,,,,,,GRL
1984,,,,,,GRL
1983,,,,,,GRL
1982,,,,,,GRL
1981,,,,,,GRL
1980,,,,,,GRL
1979,,,,,,GRL
1978,,,,,,GRL
1977,,,,,,GRL
1976,,,,,,GRL
1975,,,,,,GRL
1974,,,,,,GRL
1973,,,,,,GRL
1972,,,,,,GRL
1971,,,,,,GRL
1970,,,,,,GRL
1969,,,,,,GRL
1968,,,,,,GRL
1967,,,,,,GRL
1966,,,,,,GRL
1965,,,,,,GRL
1964,,,,,,GRL
1963,,,,,,GRL
1962,,,,,,GRL
1961,,,,,,GRL
1960,,,,,,GRL
2021,,,,,,GRD
2020,,,,,,GRD
2019,,,,,,GRD
2018,,,,,,GRD
2017,,,,,,GRD
2016,,,,,,GRD
2015,,,,,,GRD
2014,,,,,,GRD
2013,,,,,,GRD
2012,,,,,,GRD
2011,,,,,,GRD
2010,,,,,,GRD
2009,,,,,,GRD
2008,,,,,,GRD
2007,,,,,,GRD
2006,,,,,,GRD
2005,,,,,,GRD
2004,,,,,,GRD
2003,,,,,,GRD
2002,,,,,,GRD
2001,,,,,,GRD
2000,,,,,,GRD
1999,,,,,,GRD
1998,,,,,,GRD
1997,,,,,,GRD
1996,,,,,,GRD
1995,,,,,,GRD
1994,,,,,,GRD
1993,,,,,,GRD
1992,,,,,,GRD
1991,,,,,,GRD
1990,,,,,,GRD
1989,,,,,,GRD
1988,,,,,,GRD
1987,,,,,,GRD
1986,,,,,,GRD
1985,,,,,,GRD
1984,,,,,,GRD
1983,,,,,,GRD
1982,,,,,,GRD
1981,,,,,,GRD
1980,,,,,,GRD
1979,,,,,,GRD
1978,,,,,,GRD
1977,,,,,,GRD
1976,,,,,,GRD
1975,,,,,,GRD
1974,,,,,,GRD
1973,,,,,,GRD
1972,,,,,,GRD
1971,,,,,,GRD
1970,,,,,,GRD
1969,,,,,,GRD
1968,,,,,,GRD
1967,,,,,,GRD
1966,,,,,,GRD
1965,,,,,,GRD
1964,,,,,,GRD
1963,,,,,,GRD
1962,,,,,,GRD
1961,,,,,,GRD
1960,,,,,,GRD
2021,,,,,,GUM
2020,,,,,3546000000.0,GUM
2019,,,,,3659000000.0,GUM
2018,,,,,3613000000.0,GUM
2017,,,,,3549000000.0,GUM
2016,,,,,3384000000.0,GUM
2015,,,,,3287000000.0,GUM
2014,,,,,3260000000.0,GUM
2013,,,,,3218000000.0,GUM
2012,,,,,3206000000.0,GUM
2011,,,,,2950000000.0,GUM
2010,,,,,2860000000.0,GUM
2009,,,,,2847000000.0,GUM
2008,,,,,2779000000.0,GUM
2007,,,,,2549000000.0,GUM
2006,,,,,2459000000.0,GUM
2005,,,,,2434000000.0,GUM
2004,,,,,2242000000.0,GUM
2003,,,,,2110000000.0,GUM
2002,,,,,2222000000.0,GUM
2001,,,,,,GUM
2000,,,,,,GUM
1999,,,,,,GUM
1998,,,,,,GUM
1997,,,,,,GUM
1996,,,,,,GUM
1995,,,,,,GUM
1994,,,,,,GUM
1993,,,,,,GUM
1992,,,,,,GUM
1991,,,,,,GUM
1990,,,,,,GUM
1989,,,,,,GUM
1988,,,,,,GUM
1987,,,,,,GUM
1986,,,,,,GUM
1985,,,,,,GUM
1984,,,,,,GUM
1983,,,,,,GUM
1982,,,,,,GUM
1981,,,,,,GUM
1980,,,,,,GUM
1979,,,,,,GUM
1978,,,,,,GUM
1977,,,,,,GUM
1976,,,,,,GUM
1975,,,,,,GUM
1974,,,,,,GUM
1973,,,,,,GUM
1972,,,,,,GUM
1971,,,,,,GUM
1970,,,,,,GUM
1969,,,,,,GUM
1968,,,,,,GUM
1967,,,,,,GUM
1966,,,,,,GUM
1965,,,,,,GUM
1964,,,,,,GUM
1963,,,,,,GUM
1962,,,,,,GUM
1961,,,,,,GUM
1960,,,,,,GUM
2021,,,,,,GTM
2020,9450520308.72949,-9.99530243789414,9866907726.15842,13.5100180962483,64855069188.5802,GTM
2019,10500030070.3287,7.95730995758738,10483579601.5171,14.3012349709185,65364547013.6552,GTM
2018,9726094577.98992,5.53057003888347,9645459222.14924,13.6990508345302,62821420230.8756,GTM
2017,9216376424.77082,4.34018190786516,9233996969.2709,13.6094293441422,60841810993.6172,GTM
2016,8833007817.55307,-4.20836867909034,8871633067.61118,13.8717170492479,55857829050.3822,GTM
2015,9221064195.01489,1.42827061545037,9027308002.82176,14.51658077124,52433759601.8185,GTM
2014,9091217013.81968,-1.29164659819631,9168763498.8532,15.1717775824091,49329587827.5265,GTM
2013,9210179990.35283,-1.38617667565934,8788062601.91652,15.0905677104602,45342957565.421,GTM
2012,9339643956.467,1.7795487327071,8659107102.98047,15.0269248908262,43305246349.0605,GTM
2011,9176346400.39005,16.9413530947646,8357495129.30397,15.0459163364946,40656639735.9159,GTM
2010,7846964446.31858,7.31843508885082,7803052819.60209,15.0488390141114,35587915994.4402,GTM
2009,7311851351.37494,-17.7947668134566,7967657035.45586,15.377603213332,32421927722.5054,GTM
2008,8894630022.86314,-18.6654098600055,9171785795.2388,18.2268454319826,34938409841.2698,GTM
2007,10935851533.2204,7.5092195665634,9740162816.59467,19.9058846728475,29773478594.6073,GTM
2006,10172012760.682,11.3045247732951,9280533751.78509,20.4368364207337,26531133270.197,GTM
2005,9138903186.01181,-1.03744748297599,8019004311.74509,18.5898915722087,23871263731.5134,GTM
2004,9234708436.24379,3.45305497385144,7690212985.30242,18.6402587083727,20494655785.566,GTM
2003,8926472435.80959,-0.930650978499315,7780673792.76979,18.9615918933206,18522654270.9265,GTM
2002,9010327133.44297,8.58423749552699,8031651931.34898,19.6197975058803,17289320978.8153,GTM
2001,8298006544.287,4.09630868861386,7349497130.80599,18.6019366750223,15600664978.4949,GTM
2000,7971470505.36543,-2.78361316304857,7217206286.25577,16.125612543564,16186704825.3298,GTM
1999,8199718961.71676,2.04833480367795,7914374484.72371,17.8918289026652,15511121010.6563,GTM
1998,8035132545.27034,25.8502633898358,7480021610.15395,16.6463005827635,16487631161.6414,GTM
1997,6384676780.83484,21.389633075609,6369963087.61161,15.1125539013878,15469832132.1965,GTM
1996,5259655721.05986,-8.28208541803586,5199786777.50836,13.3299391751292,13637989476.622,GTM
1995,5734600208.72972,3.62962784086973,5304956968.64515,14.5147366161812,12545945220.8034,GTM
1994,5533745829.46065,-0.537199825978433,4880662312.78234,14.2252625167284,11175508537.3487,GTM
1993,5563633659.79917,2.36519239270648,5012019016.64429,16.0865124357365,9663761685.06228,GTM
1992,5435083478.82085,25.3551921556732,4575955958.74025,15.6431129639201,8820430936.44838,GTM
1991,4335746597.61301,14.4140197300834,3663198785.9332,12.1769913258534,7891452365.3284,GTM
1990,3789523878.14148,-6.08208382938274,3483081383.77318,12.9819298500979,6397617258.90588,GTM
1989,4034931813.49679,3.49120203389919,3881043518.02465,13.7426852363366,7044495276.98864,GTM
1988,3898816260.89831,5.59902337721503,3648594676.03792,13.3716236565088,6598855343.51145,GTM
1987,3692094998.80617,24.1748748023163,3239679459.28169,12.3555984948472,5995680160.0,GTM
1986,2973302775.36732,2.11730600632968,2782083857.62717,10.0593508646335,5865935844.74886,GTM
1985,2911654147.22459,-13.1255056805232,2677421060.14319,10.956269832076,8028608782.6087,GTM
1984,3351563850.85491,-1.53779434176754,2859972489.85391,9.63463558991937,7851700200.0,GTM
1983,3403908970.40065,-23.0146434595138,3139884689.36124,10.4972371050945,7501000200.0,GTM
1982,4421501858.74706,-14.8688589427874,4356894257.18709,15.016633532751,7149000200.0,GTM
1981,5193753782.50314,11.251822157322,4892378463.75256,16.7644501853808,7022000100.0,GTM
1980,4668466261.30637,-11.9964348042507,4539445686.89781,16.4240293449427,6216999900.0,GTM
1979,5304860378.01098,-9.23329833119215,5026249508.56499,18.6306603705659,5431499800.0,GTM
1978,5844500549.7363,8.81169446958059,5302510680.57072,20.0589720930724,4674900000.0,GTM
1977,5371206264.3875,10.2512585261671,4938624821.21122,18.9508249630207,4126500100.0,GTM
1976,4871786804.24106,38.2223949509218,4519973522.01217,20.6217203572849,3396000000.0,GTM
1975,3524600196.64025,-4.5533581209106,3293227899.05927,15.655942291341,2874800100.0,GTM
1974,3692744058.09391,15.461831488137,3008447644.67268,14.79993720702,2469900000.0,GTM
1973,3198237902.95005,14.6001812732089,3065647084.63607,13.8798064035573,2033600000.0,GTM
1972,2790779095.99933,-8.11503555266937,2752875637.6145,12.9681625660305,1682000000.0,GTM
1971,3037253279.45143,11.9159952800466,2768696774.99855,13.2809351068118,1588000000.0,GTM
1970,2713868801.19444,8.10565527255589,2550852043.01816,12.531512605042,1493300000.0,GTM
1969,2510385598.56304,-10.9467736771096,2588579345.41169,13.4662477245102,1378800000.0,GTM
1968,2818972093.67895,20.7244231107,2548418042.89429,13.7162371934182,1278400000.0,GTM
1967,2335047060.9365,15.6395345761241,2241731623.49816,13.1888544891641,1200800000.0,GTM
1966,2019246332.57614,-6.15710238203265,2019018863.95426,12.0299129934565,1138800000.0,GTM
1965,2151730587.85594,4.29161500624791,2029971946.459,13.136548981264,1093900000.0,GTM
1964,2063186563.68207,21.3641124332916,1920439700.9908,12.262336406923,1078100000.0,GTM
1963,1699997241.61961,25.5058997493884,1567507115.34653,9.89863794741844,1066900000.0,GTM
1962,1354515799.66693,-1.3889006782963,1322888463.95094,9.31269674711437,984700000.0,GTM
1961,1373593651.20556,-2.71655996602641,1381304849.3447,10.1142388886634,914200000.0,GTM
1960,1411950122.98688,,1311935299.49884,9.7834428692452,876000000.0,GTM
2021,,,,,,GIN
2020,,,,15.0105977556545,8693713130.2008,GIN
2019,3005329158.50417,27.3613304707812,2265655663.97,17.34487639723,9669237511.15801,GIN
2018,2359687314.34825,7.04544343486566,2356002591.86179,19.4674095479671,8672029979.75549,GIN
2017,2204379036.25861,-55.80338214957,2809470359.29208,25.7658241420525,7637325598.72042,GIN
2016,4987664539.66831,134.71636035787,4968899120.74981,52.4183168303669,7137522754.62855,GIN
2015,2124975239.07735,9.69359039369722,2107897544.42736,23.9691723942941,7492954734.89492,GIN
2014,1937191800.77038,3.68196094932335,1928849414.38161,22.7113699520448,7214459336.20343,GIN
2013,1868398111.91189,-8.59346709156353,1864533201.75076,23.4293855123313,7078157945.33201,GIN
2012,2044053146.38014,16.4078547189049,1853304096.46024,25.1177793465984,6057848743.59221,GIN
2011,1755940912.50629,29.3106225736763,1668580342.50738,23.6021886330275,5500830416.11715,GIN
2010,1357924722.31415,9.24600452809732,1280787802.5368,19.1371873203276,5449436607.56215,GIN
2009,1242997149.57987,-21.3637441647143,1217273922.627,20.9356056711484,6245067941.73032,GIN
2008,1580692183.74728,31.2064503970396,1325312280.29689,22.5894776592175,6142049491.13272,GIN
2007,1204736641.34956,-17.2487198931331,1300919043.14635,24.6699609841923,5855301525.00672,GIN
2006,1455852573.87407,,1004257316.57546,19.9527609419883,3805711814.82884,GIN
2005,,,,18.5546071427571,2167641419.10401,GIN
2004,,,,19.7464528928883,2672585337.83989,GIN
2003,,,,19.8133300199534,2392952203.48432,GIN
2002,,,,14.2990505030138,2353157709.48088,GIN
2001,,,,15.4994404248126,2196026331.17913,GIN
2000,,,,19.5936697777028,2302743859.68869,GIN
1999,,,,18.9103165996483,2685512627.67305,GIN
1998,,,,17.8788677610596,2857229154.27951,GIN
1997,,,,19.633353763392,2833424321.99378,GIN
1996,,,,19.1091940437045,2974564778.41103,GIN
1995,,,,20.2889354498272,2751086602.88891,GIN
1994,,,,17.2364136201747,2512239048.22716,GIN
1993,,,,16.3350243924236,2345670071.1666,GIN
1992,,,,16.4611581472776,2343194183.86648,GIN
1991,,,,16.9253200500148,2047822793.17553,GIN
1990,,,,18.5151951150241,1783699632.22925,GIN
1989,,,,17.1829497671833,1697970305.88234,GIN
1988,,,,17.086818141632,1810508440.42043,GIN
1987,,,,16.2630230962726,1447184131.74526,GIN
1986,,,,14.9279722982113,1408910414.52681,GIN
1985,,,,,,GIN
1984,,,,,,GIN
1983,,,,,,GIN
1982,,,,,,GIN
1981,,,,,,GIN
1980,,,,,,GIN
1979,,,,,,GIN
1978,,,,,,GIN
1977,,,,,,GIN
1976,,,,,,GIN
1975,,,,,,GIN
1974,,,,,,GIN
1973,,,,,,GIN
1972,,,,,,GIN
1971,,,,,,GIN
1970,,,,,,GIN
1969,,,,,,GIN
1968,,,,,,GIN
1967,,,,,,GIN
1966,,,,,,GIN
1965,,,,,,GIN
1964,,,,,,GIN
1963,,,,,,GIN
1962,,,,,,GIN
1961,,,,,,GIN
1960,,,,,,GIN
2021,,,,,,GNB
2020,159811462.687674,9.62950484707912,170739401.375302,24.3294984953282,1168309003.69363,GNB
2019,145774135.266408,33.8339838364032,155742198.793532,20.4412943687018,1147329539.81065,GNB
2018,108921613.993498,20.7287274549542,116369694.997579,20.8601079883269,1137267735.05639,GNB
2017,90220129.2845885,1.08059715130754,96817137.3899076,8.93159183271927,1174671266.17156,GNB
2016,89255635.4307425,5.30996847063628,95806265.0190485,7.7483819571591,1027509280.54004,GNB
2015,84755162.9982966,-4.31571336316013,99006195.2427531,9.44508650242005,893972441.512913,GNB
2014,88577932.6755879,58.1855897337479,81894000.1328122,9.60261256603235,906528680.588621,GNB
2013,55996208.519802,4.59726035670296,54629871.7074272,6.18998487660285,975156635.680612,GNB
2012,53535062.3227041,-36.1615660723444,51103022.8739378,5.88506653132125,927462455.952458,GNB
2011,83860237.5230135,9.7648854919363,88747606.8277058,9.82867955653999,953241622.998986,GNB
2010,76399877.0163835,3.89346445614356,80803796.9181598,10.6670480244462,852700758.67891,GNB
2009,73536749.8006904,-11.1419496926494,77929949.5047299,10.7076134148559,803235646.300799,GNB
2008,82757554.938843,11.812358499291,89809828.2861885,12.6884114029809,792872834.753363,GNB
2007,74014676.0604891,41.5939085570147,75938674.1660087,12.3538963620284,631210661.932079,GNB
2006,52272500.1483281,-8.03915431462369,59377298.1584018,10.6059773740011,554193758.307403,GNB
2005,56842126.4058042,39.0180993092268,58736037.4348853,10.6644874578374,525226101.660969,GNB
2004,40888292.0197079,-2.26794974765345,43129058.3430283,8.71335141511956,471653319.882125,GNB
2003,41837137.2688216,21.024705980629,44153462.4093802,8.97263712767763,395958312.280759,GNB
2002,34569088.1294254,-32.5039854381928,36402658.1270428,7.31058032418109,357352832.121401,GNB
2001,51216487.8976223,-10.5190981031252,54200866.3354497,10.1289687190277,341180705.100521,GNB
2000,57237339.8254841,,60642322.4443093,11.6430552636072,327745864.16937,GNB
1999,,,,15.3989089275304,202839550.358284,GNB
1998,,,,11.179802955665,208081610.904484,GNB
1997,,,,23.9992548406648,235920303.342954,GNB
1996,,,,23.0520755110458,247976893.368988,GNB
1995,,,,22.3010547764582,240677826.248179,GNB
1994,,,,21.7707041527262,209608351.492332,GNB
1993,,,,30.8574690510716,203568710.986408,GNB
1992,,,,48.396739136738,199431374.184912,GNB
1991,,,,30.98937435111,221668915.88184,GNB
1990,,,,29.9258186770586,211958046.602072,GNB
1989,,,,38.981933132713,185622088.009422,GNB
1988,,,,44.7013022953158,138782349.089332,GNB
1987,,,,35.2144627311432,141983569.416545,GNB
1986,,,,23.7796404642754,116651493.436445,GNB
1985,,,,35.1001404374997,150431246.87735,GNB
1984,,,,37.7245564918063,117325603.669906,GNB
1983,,,,22.6619262661019,127802402.041027,GNB
1982,,,,28.2595548617349,125379928.136566,GNB
1981,,,,25.7456931879271,108764545.454545,GNB
1980,,,,28.1809613572102,,GNB
1979,,,,21.8370594855359,104896253.782773,GNB
1978,,,,,103890489.913545,GNB
1977,,,,,97705673.5877097,GNB
1976,,,,,91594086.0150822,GNB
1975,,,,15.39744470513,89881610.718792,GNB
1974,,,,,91050164.4736842,GNB
1973,,,,,79820000.0,GNB
1972,,,,,75197199.9946288,GNB
1971,,,,,63222899.9954841,GNB
1970,,,,,60369865.5060086,GNB
1969,,,,,,GNB
1968,,,,,,GNB
1967,,,,,,GNB
1966,,,,,,GNB
1965,,,,,,GNB
1964,,,,,,GNB
1963,,,,,,GNB
1962,,,,,,GNB
1961,,,,,,GNB
1960,,,,,,GNB
2021,,,,,,GUY
2020,,,,,,GUY
2019,,,,,,GUY
2018,,,,,,GUY
2017,,,,,,GUY
2016,,,,,,GUY
2015,,,,,,GUY
2014,,,,,,GUY
2013,,,,,,GUY
2012,,,,,,GUY
2011,,,,,,GUY
2010,,,,,,GUY
2009,,,,,,GUY
2008,,,,,,GUY
2007,,,,,,GUY
2006,,,,,,GUY
2005,,,,24.7847736742826,605513445.90369,GUY
2004,,,,23.5456808733306,463824734.314133,GUY
2003,,,,20.952115865171,452141731.694573,GUY
2002,,,,20.8604990254453,475838699.289329,GUY
2001,,,,21.5703446978272,478415611.08003,GUY
2000,,,,23.7759824891985,471505079.756619,GUY
1999,,,,24.9979547163444,445118379.981798,GUY
1998,,,,28.9207551153805,463664565.935198,GUY
1997,,,,31.8879419916993,452413024.487188,GUY
1996,,,,31.8572069303129,409298985.042735,GUY
1995,,,,33.2286832637757,389580107.746479,GUY
1994,,,,27.222877791562,380037808.387563,GUY
1993,,,,40.4281413639131,277452500.768049,GUY
1992,,,,51.7513262292977,205366956.834532,GUY
1991,,,,39.7631504388441,220599202.146691,GUY
1990,,,,27.71146100395,287139243.037975,GUY
1989,,,,18.867378637021,260110286.764706,GUY
1988,,,,18.0280333017891,227800010.0,GUY
1987,,,,27.7985603511206,186836744.897959,GUY
1986,,,,33.7788033999449,178116279.069767,GUY
1985,,,,29.8461538461538,271860441.860465,GUY
1984,,,,27.4203230655248,269921052.631579,GUY
1983,,,,21.3896457765668,343500000.0,GUY
1982,,,,24.9654218533887,320733333.333333,GUY
1981,,,,29.4928008448842,359107142.857143,GUY
1980,,,,29.7745358090186,334120000.0,GUY
1979,,,,24.5079556594525,276800000.0,GUY
1978,,,,19.0896899897452,284760000.0,GUY
1977,,,,25.7846536854272,273080000.0,GUY
1976,,,,33.5357803010298,269480000.0,GUY
1975,,,,29.4989473684211,234291666.666667,GUY
1974,,,,20.7499738137635,237272727.272727,GUY
1973,,,,24.0074441687345,198714285.714286,GUY
1972,,,,18.0710829300851,176809523.809524,GUY
1971,,,,18.2237191987236,168150000.0,GUY
1970,,,,21.0231516056759,162850000.0,GUY
1969,,,,19.6550340954673,148350000.0,GUY
1968,,,,20.892274211099,136550000.0,GUY
1967,,,,24.6884552080884,152294117.647059,GUY
1966,,,,22.1965020576132,151176470.588235,GUY
1965,,,,19.3103448275862,138941176.470588,GUY
1964,,,,15.8131176999102,129323922.300647,GUY
1963,,,,13.2426153335546,95199206.6732777,GUY
1962,,,,17.1454219030521,117074024.38313,GUY
1961,,,,24.2937853107345,120807326.605612,GUY
1960,,,,27.2789581905415,116607361.60532,GUY
2021,,,,,,HTI
2020,2135647600.15409,-20.5907991556706,2135647600.15409,17.7030892719849,14087009412.0614,HTI
2019,2689420844.7466,7.6660695202234,2689420844.7466,20.3220641772632,14506144112.7705,HTI
2018,2497927951.42525,-5.20100396268288,2497927951.42525,18.7098166408754,16238553527.1511,HTI
2017,2634973001.65706,7.9007372268306,2634973001.65706,20.2124791828932,14355474458.7821,HTI
2016,2442034289.45789,17.1576246394338,2442034289.45789,16.9350820594872,13542017964.9843,HTI
2015,2084400649.95644,-21.9852092213758,2084400649.95644,14.0523086571156,14265666244.4833,HTI
2014,2671801884.17241,20.4759946155245,2671801884.17241,16.5207112931949,14568456265.4906,HTI
2013,2217704774.04975,-6.96768381579056,2217704774.04975,17.5039719018927,14097950898.8923,HTI
2012,2383800452.3703,-10.4202515518197,2383800452.3703,17.5091466960081,13160483048.8092,HTI
2011,2661093041.30193,-14.437794972903,2661093041.30193,19.0746773925661,12546718841.6013,HTI
2010,3110126767.37256,45.8641099632936,3110126767.37256,24.9887324499088,11303605880.485,HTI
2009,2132208374.05117,-12.7342212267971,2132208374.05117,12.6070112111605,11095121270.8167,HTI
2008,2443349963.78434,6.71134383704593,2443349963.78434,13.052670201121,10203550265.767,HTI
2007,2289681561.42375,16.1518782403255,2289681561.42375,12.0275075577025,9274328164.8565,HTI
2006,1971282424.45314,0.387783154566463,1971282424.45314,12.9789238954916,7472090589.3082,HTI
2005,1963667652.08668,23.9667075027843,1963667652.08668,11.7467998157387,7124113718.44859,HTI
2004,1584028237.61579,7.09096727672976,1584028237.61579,10.7806785418511,5983109800.44301,HTI
2003,1479142711.93626,11.9069525440163,1479142711.93626,12.4726370770167,4770796893.30756,HTI
2002,1321761229.58443,-19.8727235008463,1321761229.58443,8.29851520277648,5898077240.65095,HTI
2001,1649577131.95006,-12.6792929028394,1649577131.95006,8.28591506708246,6212240516.84705,HTI
2000,1889101894.37037,18.3456200002007,1889101894.37037,8.59590278921748,6618295870.8349,HTI
1999,1596258395.002,23.9593917244303,,,,HTI
1998,1287726869.90154,-3.24165292485596,,,,HTI
1997,1330869024.56227,7.6489250046241,,,,HTI
1996,1236304983.54266,11.7369045028775,,,,HTI
1995,1106442843.60931,123.503523836297,,,,HTI
1994,495044921.269212,-34.8623845288918,,,,HTI
1993,759998531.860271,-26.0076386366105,,,,HTI
1992,1027131068.47312,-0.548523487506884,,,,HTI
1991,1032796198.19831,4.63247720359688,,,,HTI
1990,987070387.513302,10.5574028765496,,,,HTI
1989,892812567.798361,-7.59565315825223,,,,HTI
1988,966201913.993719,,,,,HTI
1987,,,,,,HTI
1986,,,,,,HTI
1985,,,,,,HTI
1984,,,,,,HTI
1983,,,,,,HTI
1982,,,,,,HTI
1981,,,,,,HTI
1980,,,,,,HTI
1979,,,,,,HTI
1978,,,,,,HTI
1977,,,,,,HTI
1976,,,,,,HTI
1975,,,,,,HTI
1974,,,,,,HTI
1973,,,,,,HTI
1972,,,,,,HTI
1971,,,,,,HTI
1970,,,,,,HTI
1969,,,,,,HTI
1968,,,,,,HTI
1967,,,,,,HTI
1966,,,,,,HTI
1965,,,,,,HTI
1964,,,,,,HTI
1963,,,,,,HTI
1962,,,,,,HTI
1961,,,,,,HTI
1960,,,,,,HTI
2021,,,,,,HND
2020,3716562803.94751,-26.2190614390538,3937495592.10668,18.977569325031,19308513614.3558,HND
2019,5037294017.17691,-16.3837410286054,5166606310.88769,22.8407638940951,20423374067.1949,HND
2018,6024299674.66039,7.86529339740095,5451298489.23753,24.7473556145833,19265476394.8332,HND
2017,5585021358.50635,12.5581384575473,5081433068.39826,23.532148331901,17761441640.1033,HND
2016,4961899188.31397,-5.18182736612771,4570815553.28961,22.0345380996484,16583961447.418,HND
2015,5233067723.70912,22.4276775895308,4934105745.14353,23.6830079243241,16147906334.1378,HND
2014,4274415578.84834,9.37786744465097,4393987603.73161,22.2854400331859,15760309981.8261,HND
2013,3907934647.75801,-11.4433199118663,4366069251.78309,23.5854202773999,15052129877.128,HND
2012,4412919097.54152,-2.70353824205397,4451277655.92485,24.3710157922338,14465872693.6992,HND
2011,4535539132.47121,24.1247314668906,4291397622.78899,24.4407777503837,13654917601.2258,HND
2010,3654017276.71091,12.0078774832921,3671568015.54927,21.5558696364013,12287648569.7852,HND
2009,3262285973.81998,-44.2421587558513,3620993838.95069,22.0079148952844,11378174482.7353,HND
2008,5850811116.47653,8.90360700907689,5604064148.05234,33.5973788273545,11020193002.6296,HND
2007,5372467705.30647,24.6595836600157,5274001717.64848,32.1934757962591,9548495320.0817,HND
2006,4309710932.42122,7.21644178725522,4240589035.17489,27.3263592647173,8421530355.28731,HND
2005,4019636224.23955,-1.15172207179963,3741000558.34649,24.9144205577875,7286160441.18901,HND
2004,4066470664.42499,21.9338874874212,3795419075.59961,27.0803523056205,6486096545.16163,HND
2003,3334979920.85628,4.86691602970673,3076386726.59155,22.9262738958309,6012288388.42044,HND
2002,3180202152.51829,-4.56407921693604,2897120902.47212,21.5176369123287,5699438871.65621,HND
2001,3332290532.14379,-3.90112294006126,3124710557.44113,23.9374508616678,5484594091.09775,HND
2000,3467564485.75916,6.57984394807225,3221674674.01125,25.7724496550534,5026014381.67034,HND
1999,3253489925.77679,9.36406983880045,3022780443.50721,28.9567641619586,3705087108.01394,HND
1998,2974916652.76571,2.62653969213378,2763961181.7461,25.8274205970027,3466026587.88774,HND
1997,2898779069.90733,7.47330777065092,2693222617.9759,26.8642946364213,3013384030.41825,HND
1996,2697208386.00534,-7.27321264467022,2505945598.1517,25.9962902307726,2599831081.08108,HND
1995,2908769367.44246,5.05887560838238,2702504497.19307,26.3537881371454,2483733055.2659,HND
1994,2768704072.45285,8.97188548377379,2572371421.17614,31.426340609229,2154171819.9981,HND
1993,2540750818.58166,29.5368714752551,2360582650.92758,28.0251494667561,2258559567.83966,HND
1992,1961411287.49355,12.9448150799935,1822324889.09924,21.682101819492,2277233125.37514,HND
1991,1736610296.01436,10.4104350398646,1613464850.0786,20.5888471373944,2072902364.2485,HND
1990,1572867904.54846,6.01875977312467,1461333657.80494,19.1911082100639,2037694552.52918,HND
1989,1483575084.17787,-5.19706148029452,1378372715.29315,15.9848384653474,2491724137.93103,HND
1988,1564904113.04022,24.4257473901714,1453934589.80877,17.5311726363879,2680257510.72961,HND
1987,1257701195.98561,31.1154122502049,1168515858.09612,14.5404912029618,2958000000.0,HND
1986,959232156.159923,-14.3405221398515,891211672.252739,11.5669517999457,2803000000.0,HND
1985,1119820223.19353,5.80192887195359,1040412216.50658,14.4675099263929,2706000000.0,HND
1984,1058411916.61901,27.5479411525538,983358458.205182,14.5435694058445,2513000000.0,HND
1983,829814975.494661,7.23789068398915,770971643.539926,11.5619882764,2342000000.0,HND
1982,773807625.459529,-34.0611884538805,718935852.451481,11.7782968999651,2155000000.0,HND
1981,1173523767.43749,-19.6734434504087,1090307567.87092,17.5940073018731,2036000000.0,HND
1980,1460941210.28702,-11.7009275448079,1357343840.82279,20.6827996317683,1780500000.0,HND
1979,1654537436.99107,6.4529727001097,1537211890.31921,22.3663842984898,1485000000.0,HND
1978,1554242587.14887,10.4569201675861,1444029087.51992,22.1819391013538,1288000000.0,HND
1977,1407102954.51907,34.6905535936285,1422147217.25656,21.2938011768134,1150000000.0,HND
1976,1044693125.81817,7.15532301231568,1212078414.39328,20.4005942285087,975000000.0,HND
1975,974933485.757023,-21.7213119027709,1184193173.00071,21.1743772241993,873000000.0,HND
1974,1245464773.94469,33.5766423897507,1087524343.98684,20.9279845335911,766000000.0,HND
1973,932397125.472479,26.8518514754227,959252245.301583,17.8082201538751,653500000.0,HND
1972,735028393.064589,-2.04081638904971,775209663.831185,15.2552936024467,570000000.0,HND
1971,750341485.065648,-18.7845301805538,827262106.616945,17.3050615595075,524500000.0,HND
1970,923889853.41557,5.29377513004935,901622742.516759,18.5338865836791,534000000.0,HND
1969,877440145.2265,1.09782419777575,920212907.351988,18.3008968337652,483500000.0,HND
1968,867911997.304691,-0.117484838796088,915193558.04105,17.5247371675943,470500000.0,HND
1967,868932861.676477,30.0815065375186,878013240.091143,17.8314663099816,432500000.0,HND
1966,667991080.981105,13.3699118723776,672034276.538959,14.5013183016638,413000000.0,HND
1965,589213725.184045,8.59209651144685,584846423.738289,13.0050132704217,381000000.0,HND
1964,542593562.618929,0.188495717294202,554915875.911998,13.4135667396061,349500000.0,HND
