"rowname","Estimate","Std. Error","t value","Pr(>|t|)","model","sector_industry","number_of_observations","r2","log_t_index"
"contiguity",0.226402648609418,0.221801911840878,1.0207425478453,0.307393916086008,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"colony_of_destination_ever | colony_of_origin_ever",0.584174979266535,0.21833427360853,2.67559906931493,0.00746818474633321,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"agree_eia",0.509107666362253,0.135596684138032,3.75457312690628,0.00017433366655915,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"member_eu_joint",-0.601133314228062,0.360127721991968,-1.66922254944169,0.0950954480928783,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"member_wto_joint",0.766045005617338,0.22423159537853,3.41631162336494,0.000636543655828542,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"cl",0.372440887379967,0.368886676167317,1.00963496770764,0.31268750833905,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"smcntry",12.8982004373344,1.94166298409794,0,0,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",TRUE
"log(distance)",-1.45345758392173,0.107451925507318,-13.526584815111,0.000000000000000000000000000000000000000019796391456401,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"contiguity",0.228754054490998,0.221410675410904,1.03316632798516,0.301543850749653,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"colony_of_destination_ever | colony_of_origin_ever",0.584203159408484,0.218085487989149,2.67878053141047,0.00739768208169789,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"agree_eia",0.509364234880469,0.135726227310648,3.75287993318083,0.000175518241319376,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"member_eu_joint",-0.609684440119993,0.359096467503298,-1.69782912195981,0.0895621623696528,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"member_wto_joint",0.857841035471334,0.232573455335068,3.68847353725491,0.000226454308906538,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"cl",0.366297102553844,0.368309043548706,0.994537356521372,0.319978455427262,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",TRUE
"(Intercept)",-7.45164410996714,0.0309988992591794,-240.384151955349,0,"model_step_2_all","Mining_Energy",223072,"0.724981771292273",TRUE
"norm_log_t_index",13.2742908644752,0.047361874844774,280.273762556506,0,"model_step_2_all","Mining_Energy",223072,"0.724981771292273",TRUE
"iso_hhi.y",-0.426388352214653,0.0419856699741009,-10.1555686137121,0.0000000000000000000000037885558171728,"model_step_2_all","Mining_Energy",223072,"0.724981771292273",TRUE
"(Intercept)",-7.46973875199325,0.0310296732959439,-240.728888143649,0,"model_step_2","Mining_Energy",222383,"0.726242978042854",TRUE
"norm_log_t_index",13.3052334875587,0.0475689068200882,279.704419903547,0,"model_step_2","Mining_Energy",222383,"0.726242978042854",TRUE
"iso_hhi.y",-0.425783006235136,0.0419628579346447,-10.1466636733436,0.0000000000000000000000041518356310464,"model_step_2","Mining_Energy",222383,"0.726242978042854",TRUE
"(Intercept)",-7.72580051457418,0.0295426326883768,-261.513609706619,0,"model_pesaran_all","Mining_Energy",15004,"0.818718227706422",TRUE
"norm_log_t_index",13.9559641196452,0.0481434015008838,289.883217316687,0,"model_pesaran_all","Mining_Energy",15004,"0.818718227706422",TRUE
"iso_hhi.y",-0.56311545431697,0.0396261585994512,-14.210700058238,0.00000000000000000000000000000000000000000000164322134628058,"model_pesaran_all","Mining_Energy",15004,"0.818718227706422",TRUE
"(Intercept)",-7.74287413541632,0.0296263715373192,-261.350740358566,0,"model_pesaran","Mining_Energy",14933,"0.820810888978392",TRUE
"norm_log_t_index",13.9824376681955,0.048450193534278,288.594051916491,0,"model_pesaran","Mining_Energy",14933,"0.820810888978392",TRUE
"iso_hhi.y",-0.560884285628404,0.0396584723789113,-14.1428615875446,0.00000000000000000000000000000000000000000000427585576224003,"model_pesaran","Mining_Energy",14933,"0.820810888978392",TRUE
"(Intercept)",-5.17418153936082,0.0781007183670731,-66.2501145641477,0,"TSFE_all","Mining_Energy",15004,"0.648612462545769",TRUE
"norm_log_t_index",10.7674166166342,0.0625537831872644,172.130542199188,0,"TSFE_all","Mining_Energy",15004,"0.648612462545769",TRUE
"iso_hhi.y",-0.00901169353564057,0.0991142380254038,-0.0909222904314798,0.927555654530077,"TSFE_all","Mining_Energy",15004,"0.648612462545769",TRUE
"(Intercept)",-5.16745984335117,0.0777340856327237,-66.4761127797433,0,"TSFE","Mining_Energy",14933,"0.649091731014689",TRUE
"norm_log_t_index",10.7638649892362,0.0621276869070528,173.253915043379,0,"TSFE","Mining_Energy",14933,"0.649091731014689",TRUE
"iso_hhi.y",-0.0240714385271446,0.0991198180720612,-0.242851924018306,0.80812372823653,"TSFE","Mining_Energy",14933,"0.649091731014689",TRUE
"log(distance)",-0.91374452194985,0.11357514449805,-8.04528601736044,0.000000000000000928581544654249,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"contiguity",0.710856153843211,0.154305560894832,4.60680839835515,0.00000412470807733381,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"colony_of_destination_ever | colony_of_origin_ever",0.44222242514929,0.196483598591656,2.25068366173578,0.0244208993887298,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"agree_eia",0.847573755138242,0.142011357123685,5.96835191427717,0.0000000024540252901483,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"member_eu_joint",-0.475883474289167,0.323806856338537,-1.46965224785616,0.141678238590835,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"member_wto_joint",1.54894412049543,0.425429675670605,3.64089345214066,0.000272664470462588,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"cl",-0.489540774566507,0.422769569915051,-1.15793758445025,0.246909091087721,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"norm_log_t_index",11.3644207600121,0.437200003448086,25.9936428874287,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150883757406054,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"iso_hhi.y",-1.10135625513421,0.344358812261117,-3.19828102525538,0.00138554496368163,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"smcntry",1.85849702382388,1.95378734862664,0,0,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.981970280970396",TRUE
"log(distance)",-0.927806395130142,0.113629469630579,-8.165191636875,0.000000000000000348069323538057,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"contiguity",0.69586203584843,0.154629323653187,4.50019452590476,0.000006843649421912,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"colony_of_destination_ever | colony_of_origin_ever",0.444920897493057,0.196975555140859,2.25876199295334,0.0239134590191501,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"agree_eia",0.841319560809936,0.142237510884361,5.91489232045074,0.00000000339810113285733,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"member_eu_joint",-0.480351796341075,0.325261788078687,-1.47681594932654,0.139747392545148,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"member_wto_joint",1.54517991346495,0.424586932035741,3.63925452452428,0.000274408905328812,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"cl",-0.505303147211152,0.423722831439037,-1.19253226335492,0.233072747497715,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"norm_log_t_index",11.4863484866579,0.441643699139174,26.0081792382558,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109332212833831,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"iso_hhi.y",-1.10900477615177,0.345889864070572,-3.20623669945268,0.00134784287068719,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.5532537864915",TRUE
"log(distance)",-1.31674701926251,0.0949319580628459,-13.8704293699579,0.000000000000000000000000000000000000000000164933120542847,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"contiguity",0.295214767343777,0.210595794913596,1.4018075121818,0.160990939532608,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"colony_of_destination_ever | colony_of_origin_ever",0.521972208087858,0.209874221695026,2.48707156063383,0.01288943776716,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"agree_eia",0.536809538480361,0.128088538505808,4.19092562646438,0.0000279218365405593,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"member_eu_joint",-0.49636027218933,0.336343517249235,-1.47575394420794,0.14002842618681,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"member_wto_joint",0.895511854089974,0.22459669082234,3.98719968139842,0.0000671364705310119,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"cl",0.361674679527979,0.335017999215632,1.07956790493274,0.280349912108599,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"smcntry",12.2550204955002,2.34847302032094,0,0,"fast_ppmlModel_all_sample","Mining_Energy",312771,"0.989323979057802",FALSE
"log(distance)",-1.31853096188315,0.0947690394818447,-13.9130982976328,0.0000000000000000000000000000000000000000000917526867242358,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"contiguity",0.297051569429654,0.210203732656888,1.4131602977504,0.15762694264103,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"colony_of_destination_ever | colony_of_origin_ever",0.522172285952112,0.209733270482478,2.48969696010026,0.0127947061282865,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"agree_eia",0.537893018058647,0.128343693575624,4.19103582788587,0.0000279089760798524,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"member_eu_joint",-0.504077540560357,0.335788962560989,-1.5011736440527,0.133329264416913,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"member_wto_joint",0.957552865339132,0.227514941372539,4.20874716870225,0.0000258111762704888,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"cl",0.356876548068496,0.334572850680218,1.06666320158056,0.286139127804674,"fast_ppmlModel_only_international","Mining_Energy",311914,"0.709427509022062",FALSE
"log(distance)",-1.451652065639,0.107663133252616,-13.4832790183888,0.0000000000000000000000000000000000000000352687856404576,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"contiguity",0.226402648609418,0.221801911840878,1.0207425478453,0.307393916086008,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"colony_of_destination_ever | colony_of_origin_ever",0.584174979266535,0.21833427360853,2.67559906931493,0.00746818474633321,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"agree_eia",0.509107666362253,0.135596684138032,3.75457312690628,0.00017433366655915,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"member_eu_joint",-0.601133314228062,0.360127721991968,-1.66922254944169,0.0950954480928783,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"member_wto_joint",0.766045005617338,0.22423159537853,3.41631162336494,0.000636543655828542,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"cl",0.372440887379967,0.368886676167317,1.00963496770764,0.31268750833905,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"smcntry",12.8982004373344,1.94166298409794,0,0,"fast_ppmlModel_FEVD_all","Mining_Energy",222630,"0.989936006680999",FALSE
"log(distance)",-1.45345758392173,0.107451925507318,-13.526584815111,0.000000000000000000000000000000000000000019796391456401,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"contiguity",0.228754054490998,0.221410675410904,1.03316632798516,0.301543850749653,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"colony_of_destination_ever | colony_of_origin_ever",0.584203159408484,0.218085487989149,2.67878053141047,0.00739768208169789,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"agree_eia",0.509364234880469,0.135726227310648,3.75287993318083,0.000175518241319376,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"member_eu_joint",-0.609684440119993,0.359096467503298,-1.69782912195981,0.0895621623696528,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"member_wto_joint",0.857841035471334,0.232573455335068,3.68847353725491,0.000226454308906538,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"cl",0.366297102553844,0.368309043548706,0.994537356521372,0.319978455427262,"fast_ppmlModel_FEVD","Mining_Energy",221941,"0.721026564878881",FALSE
"(Intercept)",-1.99856735893316,0.0556253369392208,-35.9290832002851,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000135203389284346,"model_step_2_all","Mining_Energy",223072,"0.200612214782244",FALSE
"norm_t_index",12.4464182435258,0.314399691634512,39.5878831140671,0,"model_step_2_all","Mining_Energy",223072,"0.200612214782244",FALSE
"iso_hhi.y",1.67374927178239,0.0828051005459326,20.2131180416108,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138269477527099,"model_step_2_all","Mining_Energy",223072,"0.200612214782244",FALSE
"(Intercept)",-2.00435456608437,0.0556689420674029,-36.0048977337765,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127124865452472,"model_step_2","Mining_Energy",222383,"0.199783043667345",FALSE
"norm_t_index",12.4162982213776,0.312961502202334,39.6735641093334,0,"model_step_2","Mining_Energy",222383,"0.199783043667345",FALSE
"iso_hhi.y",1.68057890871585,0.0829010494482962,20.2721065643927,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000438507578966754,"model_step_2","Mining_Energy",222383,"0.199783043667345",FALSE
"(Intercept)",-2.02797481356019,0.0521685343165324,-38.8735248196826,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000804331701351271,"model_pesaran_all","Mining_Energy",15004,"0.210919523130587",FALSE
"norm_t_index",13.0891114556151,0.340820380974066,38.4047204518882,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102529922950365,"model_pesaran_all","Mining_Energy",15004,"0.210919523130587",FALSE
"iso_hhi.y",1.55324523389093,0.0795416667194062,19.5274413769855,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000858514649014803,"model_pesaran_all","Mining_Energy",15004,"0.210919523130587",FALSE
"(Intercept)",-2.03607613982858,0.0522310915804591,-38.9820713720318,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000214667770195376,"model_pesaran","Mining_Energy",14933,"0.210713625298911",FALSE
"norm_t_index",13.0586349914511,0.339253162649716,38.4923014113044,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000583881619467606,"model_pesaran","Mining_Energy",14933,"0.210713625298911",FALSE
"iso_hhi.y",1.5631981064951,0.079653285998133,19.6250297386568,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000013494270818623,"model_pesaran","Mining_Energy",14933,"0.210713625298911",FALSE
"(Intercept)",0.906802501984785,0.0669356233229282,13.5473826486974,0.0000000000000000000000000000000000000000151090444851842,"TSFE_all","Mining_Energy",15004,"0.447119738851356",FALSE
"norm_t_index",4.59622673326789,0.0315695378332622,145.590561304487,0,"TSFE_all","Mining_Energy",15004,"0.447119738851356",FALSE
"iso_hhi.y",1.41836778494275,0.102848222588456,13.7908828100833,0.000000000000000000000000000000000000000000556448270136366,"TSFE_all","Mining_Energy",15004,"0.447119738851356",FALSE
"(Intercept)",0.908953909622358,0.0668452388045249,13.5978855918281,0.00000000000000000000000000000000000000000767811112215706,"TSFE","Mining_Energy",14933,"0.449526992618577",FALSE
"norm_t_index",4.59670620413622,0.031482396308275,146.008777703113,0,"TSFE","Mining_Energy",14933,"0.449526992618577",FALSE
"iso_hhi.y",1.40543547265809,0.102703325703635,13.6844202758698,0.00000000000000000000000000000000000000000238093426784214,"TSFE","Mining_Energy",14933,"0.449526992618577",FALSE
"log(distance)",-0.557419714404695,0.132370306111767,-4.21106312116583,0.000025574673550911,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"contiguity",0.76596030280043,0.220560707539209,3.47278675039735,0.000516626762537076,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"colony_of_destination_ever | colony_of_origin_ever",0.694801485196882,0.244524113808218,2.84144362850782,0.0044974098250667,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"agree_eia",1.43494265738081,0.165755543419763,8.65698140632875,0.0000000000000000053628409877235,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"member_eu_joint",0.754992206025758,0.352603435855302,2.14119355982562,0.0322754973262074,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"member_wto_joint",2.5818017030157,0.411942773585149,6.26737952105873,0.000000000377841559001249,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"cl",-1.10273845895558,0.408855361456057,-2.69713586493864,0.00700217326648692,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"norm_t_index",5.15831250391829,0.254066383674286,20.3030106908251,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234598104414239,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"iso_hhi.y",0.293579848463203,0.316140277537516,0.928637915895941,0.353092637143573,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"smcntry",4.8839938750346,1.94398247223099,0,0,"fast_ppmlModel_wo_importer_all","Mining_Energy",222630,"0.977107690518727",FALSE
"log(distance)",-0.563236203894728,0.132593092833479,-4.24785478533247,0.0000217216860070069,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"contiguity",0.765789393124101,0.219870179555355,3.48291612201692,0.000497492787597251,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"colony_of_destination_ever | colony_of_origin_ever",0.693838169020929,0.244628019847809,2.83629884038872,0.00457049772652617,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"agree_eia",1.4411375523126,0.166696681730106,8.64526838420162,0.00000000000000000594244066595313,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"member_eu_joint",0.72238955658149,0.357075557227988,2.02307198563091,0.0430846256180974,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"member_wto_joint",2.58793743205642,0.411180616628348,6.29391884587683,0.000000000318741801264432,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"cl",-1.11516861277785,0.408943886716084,-2.72694775249708,0.00640024817433625,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"norm_t_index",5.18255985948256,0.254970237275998,20.3261365516658,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150700106266417,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"iso_hhi.y",0.293864267112866,0.316403844838974,0.928763262224014,0.353027742896529,"fast_ppmlModel_wo_importer","Mining_Energy",221941,"0.394451007095443",FALSE
"log(distance)",-0.784751079116455,0.0298277519402496,-26.3094275655924,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000482945209016394,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"contiguity",0.278144498038355,0.0609213725528209,4.56563085142566,0.00000499732103271187,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"colony_of_destination_ever | colony_of_origin_ever",-0.0140121931086061,0.076475516272567,-0.18322456377627,0.85462291041431,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"agree_eia",0.212889641642203,0.0584718536210406,3.64089093227578,0.000272097882404627,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"member_eu_joint",0.143821251003976,0.091342904371245,1.57452023223876,0.115376501331441,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"member_wto_joint",0.724558323738029,0.158401709846278,4.57418246584068,0.00000479763265311365,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"cl",0.418981522981317,0.125953971736789,3.32646535241366,0.000880478091316645,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"smcntry",9.66193169039243,1.98777557761817,0,0,"fast_ppmlModel_all_sample","Manufacturing",695727,"0.997681095387721",TRUE
"log(distance)",-0.785746880065539,0.0297138351107488,-26.4438056257942,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150675269419302,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"contiguity",0.275649280472116,0.06073824669739,4.538314743352,0.00000568995644479587,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"colony_of_destination_ever | colony_of_origin_ever",-0.0163895181952618,0.0758502991711594,-0.216077172725162,0.828928889029811,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"agree_eia",0.218635159816487,0.0607703539880485,3.59772727108823,0.000321465242631557,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"member_eu_joint",0.136149595127105,0.0924313260393908,1.47298108726779,0.140765391476988,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"member_wto_joint",1.08892979993308,0.158347355966701,6.87684232733298,0.00000000000622501709922512,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"cl",0.412618571325027,0.125134216043081,3.29740805011293,0.000976816641427965,"fast_ppmlModel_only_international","Manufacturing",694371,"0.912404077418186",TRUE
"log(distance)",-0.796752226744075,0.0345272507567139,-23.0760402083026,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000999585276301844,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"contiguity",0.220915140982927,0.060661205921888,3.64178617331469,0.000271242738894162,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"colony_of_destination_ever | colony_of_origin_ever",0.0102900416140359,0.0774895422989455,0.132792649288573,0.894358325378039,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"agree_eia",0.246318742315204,0.0578982000855172,4.25434196488638,0.0000210347537838388,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"member_eu_joint",0.12010957036289,0.0908973800383627,1.32137549302519,0.186387027090626,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"member_wto_joint",0.944646520681064,0.162012187854252,5.8307126963243,0.00000000557986926304345,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"cl",0.579392205893545,0.108929060947841,5.31898651151483,0.000000105149842345896,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"smcntry",10.1564665682728,1.55519404805566,0,0,"fast_ppmlModel_FEVD_all","Manufacturing",445112,"0.998118337236658",TRUE
"log(distance)",-0.797764337872233,0.0344229304397072,-23.1753754744833,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105430687609098,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"contiguity",0.220183836770594,0.0603890442953492,3.64608911003334,0.000266747210680832,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"colony_of_destination_ever | colony_of_origin_ever",0.00627206836540117,0.0768340187552233,0.0816313980059098,0.934940420124899,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"agree_eia",0.255482407939679,0.0598271646221884,4.27034123300116,0.0000195821225729115,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"member_eu_joint",0.107639923325742,0.0917113649972687,1.17368140065245,0.240532715276914,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"member_wto_joint",1.35567099030464,0.14924656361808,9.08343185558223,0.000000000000000000111995722850473,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"cl",0.566717239929723,0.108275321676335,5.2340388479639,0.000000167048704282654,"fast_ppmlModel_FEVD","Manufacturing",444058,"0.925565479832736",TRUE
"(Intercept)",-4.0580110196294,0.00900201777320373,-450.789047729817,0,"model_step_2_all","Manufacturing",445112,"0.809481154053811",TRUE
"norm_log_t_index",8.66226176772549,0.0145704040760913,594.510744004657,0,"model_step_2_all","Manufacturing",445112,"0.809481154053811",TRUE
"iso_hhi.y",-0.503616634272722,0.00914364895844934,-55.0782993268073,0,"model_step_2_all","Manufacturing",445112,"0.809481154053811",TRUE
"(Intercept)",-3.95328494606269,0.0098027462944337,-403.283409293933,0,"model_step_2","Manufacturing",444058,"0.785513576393136",TRUE
"norm_log_t_index",8.53354467566333,0.0159127204484407,536.271890360491,0,"model_step_2","Manufacturing",444058,"0.785513576393136",TRUE
"iso_hhi.y",-0.503097171049615,0.00998397143114143,-50.3904858421753,0,"model_step_2","Manufacturing",444058,"0.785513576393136",TRUE
"(Intercept)",-4.18941048716641,0.00929693662174715,-450.622679019522,0,"model_pesaran_all","Manufacturing",30454,"0.910278374833519",TRUE
"norm_log_t_index",9.03758753522353,0.0152788977765823,591.507821269363,0,"model_pesaran_all","Manufacturing",30454,"0.910278374833519",TRUE
"iso_hhi.y",-0.565573324467387,0.00959177886329426,-58.9643832002548,0,"model_pesaran_all","Manufacturing",30454,"0.910278374833519",TRUE
"(Intercept)",-4.08021965406765,0.0099832344296096,-408.70718631689,0,"model_pesaran","Manufacturing",30356,"0.886707996882856",TRUE
